sample_id,expected_outcome,predicted_label,risk_family,closure_correct,endpoint_correct,source_identity_correct,relay_identity_correct,three_level_explanation,gt_chain,predicted_chains,predicted_carriers,evidence_strengths,source_match_status,sink_match_status,relay_match_status
PB-651,trusted_allowed,malicious,Credential access and exfiltration,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-dadf0fac6249cfb6 -> http_body:body -> NET:http://localhost:20673/vault-desk via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-652,trusted_allowed,benign,LLM-mediated disclosure,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-653,trusted_allowed,benign,Untrusted download and execute,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-654,review_coverage,benign,Persistence,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-655,review_coverage,benign,Permission or privilege expansion,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-656,review_coverage,benign,Destructive modification / ransomware,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-657,review_coverage,benign,Reverse shell / remote control,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-658,review_coverage,benign,Supply-chain or dependency abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-659,review_coverage,benign,Unauthorized external actions,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-660,review_coverage,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-661,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-662,trusted_allowed,malicious,Credential access and exfiltration,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-057f1ae88916c4c4 -> http_body:body -> NET:http://localhost:20685/vault-desk via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-663,trusted_allowed,malicious,Private data collection and upload,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-625c5394bdb3899e -> http_body:body -> NET:http://localhost:20686/care-intake via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-664,trusted_allowed,malicious,LLM-mediated disclosure,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-1aae2f5c8e9563ac -> http_body:body -> NET:http://localhost:20687/brief-channel via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-665,trusted_allowed,malicious,Untrusted download and execute,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-f46a33325ba475b9 -> http_body:body -> NET:http://localhost:20688/runner-feed via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-666,review_coverage,benign,Persistence,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-667,review_coverage,benign,Permission or privilege expansion,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-668,review_coverage,benign,Destructive modification / ransomware,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-669,review_coverage,benign,Reverse shell / remote control,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-670,review_coverage,benign,Supply-chain or dependency abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-671,review_coverage,benign,Unauthorized external actions,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-672,review_coverage,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-673,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-674,trusted_allowed,benign,Credential access and exfiltration,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-675,trusted_allowed,benign,Private data collection and upload,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-676,trusted_allowed,benign,LLM-mediated disclosure,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-677,trusted_allowed,malicious,Untrusted download and execute,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-a30cec87b0c106a1 -> http_body:body -> NET:http://localhost:20700/runner-feed via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-678,review_coverage,benign,Persistence,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-679,review_coverage,benign,Permission or privilege expansion,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-680,review_coverage,benign,Destructive modification / ransomware,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-681,review_coverage,benign,Reverse shell / remote control,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-682,review_coverage,benign,Unauthorized external actions,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-683,review_coverage,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-684,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-685,trusted_allowed,malicious,Credential access and exfiltration,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-be4799d8059ce653 -> http_body:body -> NET:http://localhost:20709/vault-desk via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-686,review_coverage,benign,Private data collection and upload,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-687,review_coverage,benign,LLM-mediated disclosure,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-688,trusted_allowed,benign,Untrusted download and execute,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-689,review_coverage,benign,Persistence,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-690,review_coverage,benign,Permission or privilege expansion,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-691,review_coverage,benign,Destructive modification / ransomware,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-692,review_coverage,benign,Reverse shell / remote control,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-693,review_coverage,benign,Supply-chain or dependency abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-694,review_coverage,benign,Unauthorized external actions,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-695,review_coverage,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-696,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-697,trusted_allowed,benign,Credential access and exfiltration,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-698,review_coverage,benign,Private data collection and upload,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-699,review_coverage,benign,LLM-mediated disclosure,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-700,trusted_allowed,benign,Untrusted download and execute,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-701,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-702,trusted_allowed,malicious,Credential access and exfiltration,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-e2ff3a166dd113f2 -> http_body:body -> NET:http://localhost:20726/vault-desk via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-703,review_coverage,benign,Private data collection and upload,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-704,review_coverage,benign,LLM-mediated disclosure,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-705,trusted_allowed,benign,Untrusted download and execute,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-706,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
